Year,Month,Day,ETH to USD,Latency - 100 GWei,Deploy (StackelbergGameOffChain),Deploy (StackelbergGameOnChain),grantRole,revokeRole,initialize,input,initEvaluation,output (StackelbergGameOffChain),output (StackelbergGameOnChain)
2022,10,29,1620.42,45.0,359.809723824,437.90375917800003,8.430721176,4.882325460000001,11.412293976,21.05816811,4.993162188,38.043572592000004,47.192950038000006
2022,10,30,1590.93,45.0,353.261551896,429.93435503700005,8.277290604000001,4.793472090000001,11.204601804,20.674930815,4.902291702,37.351218168,46.33408622700001
2022,10,31,1572.88,67.49102308349957,349.253599936,425.05650679200005,8.183380064000001,4.7390874400000005,11.077479264,20.44036204,4.846672432,36.927447488000006,45.808399832
2022,11,1,1578.51,45.266044340723454,350.50372567200003,426.577963059,8.212671828,4.75605063,11.117130228,20.513526705,4.8640207140000005,37.059626376000004,45.972367389
2022,11,2,1518.33,45.15160760384886,337.140925176,410.314865697,7.8995673239999995,4.5747282899999995,10.693294523999999,19.731457515,4.678582061999999,35.646744407999996,44.219691086999994
2022,11,3,1530.87,45.603932584269664,339.925397064,413.703686583,7.964810435999999,4.6125113099999995,10.781611236,19.894421084999998,4.717222818,35.94115351199999,44.584904793
2022,11,4,1645.06,45.0,365.280966832,444.562494954,8.558918167999998,4.95656578,11.585828567999998,21.378377229999998,5.069087883999999,38.622060655999995,47.910562934
2022,11,5,1627.42,45.0,361.36405422400003,439.795445478,8.467140775999999,4.90341646,11.461593576,21.14913661,5.014731988,38.207915792,47.396817338000005
2022,11,6,1568.75,45.0,348.336545,423.94041187500005,8.161892499999999,4.72664375,11.0483925,20.386690625,4.83394625,36.830485,45.688118125
2022,11,7,1568.45,45.0,348.26993084,423.85933960499995,8.16033166,4.72573985,11.04627966,20.382791975,4.83302183,36.82344172,45.679380955
2022,11,8,1334.22,496.9042429863204,296.259815184,360.560813598,6.941679816,4.02000486,9.396644616,17.33885601,4.111265508,31.324283471999998,38.857689858
2022,11,9,1104.17,443.2155320717621,245.177856824,298.391894553,5.744775676,3.32686421,7.7764484760000006,14.349241235,3.4023894379999997,25.923261591999996,32.157736662999994
2022,11,10,1296.01,174.53105681483663,287.775391672,350.234908809,6.7428808280000005,3.90487813,9.127539228,16.842297955,3.9935252140000004,30.427204376,37.744865639000004
2022,11,11,1285.23,65.15204271123491,285.381722856,347.321711907,6.686794643999999,3.8723979899999996,9.051617843999999,16.702206465,3.9603077219999996,30.174115848,37.430909997
2022,11,12,1254.95,45.18900742115028,278.65813363999996,339.138817455,6.529253859999999,3.78116435,8.83836186,16.308702725,3.86700293,29.463214119999996,36.549038304999996
2022,11,13,1219.85,45.0,270.86427691999995,329.65336186499997,6.34663558,3.6754080499999993,8.59115958,15.852560675,3.7588457899999996,28.63915036,35.526789414999996
2022,11,14,1241.39,45.0,275.647173608,335.474350851,6.458703892000001,3.74030807,8.742861492000001,16.132483745000002,3.8252191460000002,29.144857864000002,36.154118221000004
2022,11,15,1252.0,76.28763627928555,278.0030944,338.3416068,6.5139056,3.772276,8.8175856,16.270366,3.8579128000000003,29.3939552,36.4631228
2022,11,16,1215.24,45.0,269.840639328,328.407551316,6.322650672000001,3.6615181199999998,8.558692272,15.79265142,3.7446405360000004,28.530918624,35.392528236000004
2022,11,17,1199.45,45.38411518810961,266.33451404,324.140447505,6.2404984599999995,3.61394285,8.44748646,15.587452475,3.69598523,28.16020732,34.932661855
